Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,churn_flag,Age_Group,Tenure_Group,Customer_Lifecycle,Revenue_Per_Month,Total_Extra_Charges,Net_Revenue,Charge_Revenue_Ratio,Revenue_to_Charge_Ratio,Referral_Group,Has_Referral,Service_Count,Streaming_Service_Count,Protection_Service_Count,Has_Phone_Service,Has_Multiple_Lines,Is_Long_Term_Contract,Has_Internet,Has_Online_Security,Is_Automatic_Payment,Is_Paperless,Has_Value_Deal,Average_Charge_Per_Month,Charge_Difference,Refund_Rate,Extra_Charge_Ratio,Revenue_Segment,Age_MonthlyCharge_Interaction,State_Avg_Revenue,Revenue_vs_State_Avg,Contract_Avg_Charge,Revenue_Percentile,State_Revenue_Rank
78989-GUJ,Female,54,No,Gujarat,3,18,NO DEAL,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,44.45,369.3,0.0,0,87.28,456.58,Stayed,Others,Others,0,Senior,13-24 Months,Growing,25.36555555555556,87.28,456.58,0.0973542424109685,10.271766029246344,Medium,1,2,0,0,1,0,0,1,0,0,0,0,20.516666666666666,23.933333333333337,0.0,0.1911603662008848,Low Value,2400.3,3057.1323582089553,-2600.5523582089554,64.55887096774194,0.21548769086942973,270.0
61183-KAR,Female,58,Yes,Karnataka,12,33,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,78.7,1495.1,26.84,0,561.45,2029.71,Stayed,Others,Others,0,Senior,25-48 Months,Established,61.50636363636364,561.45,2002.87,0.0387740120509826,25.790470139771283,High,1,3,1,0,1,0,0,1,0,0,1,0,45.306060606060605,33.3939393939394,0.0179519764564243,0.2766158712328362,Medium Value,4564.6,3054.5152765957446,-1024.8052765957445,64.55887096774194,0.4895606107821751,245.0
82943-KER,Male,51,Yes,Kerala,3,3,Deal 4,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,19.6,356.15,0.0,0,582.4,938.55,Stayed,Others,Others,0,Senior,0-6 Months,New,312.85,582.4,938.55,0.0208832773959831,47.88520408163265,Medium,1,1,0,0,1,0,0,0,0,0,1,0,118.71666666666664,-99.11666666666665,0.0,0.6205316711949284,Medium Value,999.6,2823.27285,-1884.7228499999999,64.55887096774194,0.31801184169523217,134.0
25192-PUN,Female,41,No,Punjab,4,11,NO DEAL,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,One Year,Yes,Bank Withdrawal,24.25,914.4,35.61,0,1754.84,2633.63,Stayed,Others,Others,0,Middle Age,7-12 Months,Growing,239.4209090909091,1754.84,2598.02,0.0092078234224245,108.60329896907216,Medium,1,2,0,0,1,1,1,0,0,0,1,0,83.12727272727273,-58.877272727272725,0.0389435695538057,0.6663198702930935,High Value,994.25,2975.6264912280703,-341.9964912280702,64.46928520877566,0.5651293237768775,154.0
34073-RAJ,Male,48,Yes,Rajasthan,7,6,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,18.8,1094.35,0.0,0,1122.33,2216.68,Stayed,Others,Others,0,Senior,0-6 Months,New,369.44666666666666,1122.33,2216.68,0.0084811519930707,117.90851063829786,High,1,1,0,0,1,0,1,0,0,0,0,0,182.39166666666665,-163.59166666666664,0.0,0.5063112402331414,High Value,902.4,3108.804826254826,-892.1248262548261,61.249883653286794,0.5133998130258648,134.0
36842-DEL,Male,27,Yes,Delhi,8,36,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,No,Two Year,Yes,Bank Withdrawal,94.9,3616.25,0.0,0,981.92,4598.17,Stayed,Others,Others,0,Young Adult,25-48 Months,Established,127.72694444444444,981.92,4598.17,0.0206386453741379,48.45279241306638,High,1,5,1,2,1,1,1,1,0,0,1,0,100.45138888888889,-5.55138888888888,0.0,0.2135458236646318,High Value,2562.3,3304.1361417322832,1294.0338582677168,61.249883653286794,0.7338734808351511,39.0
87915-UTT,Male,33,Yes,Uttar Pradesh,10,32,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,104.6,6885.75,0.0,0,757.77,7643.52,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,238.86,757.77,7643.52,0.0136847944402578,73.07380497131932,High,1,8,3,2,1,1,1,1,1,0,0,0,215.1796875,-110.5796875,0.0,0.0991388784225069,Very High Value,3451.8,3041.5530683624797,4601.96693163752,61.249883653286794,0.8999688376441259,68.0
93979-GUJ,Female,60,No,Gujarat,6,5,NO DEAL,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Mailed Check,55.1,1253.15,0.0,0,816.42,2069.57,Stayed,Others,Others,0,Senior,0-6 Months,New,413.914,816.42,2069.57,0.0266238880540402,37.56025408348457,High,1,4,0,2,1,0,0,1,1,0,0,0,250.63,-195.53000000000003,0.0,0.394487743830844,Medium Value,3306.0,3057.1323582089553,-987.5623582089552,64.55887096774194,0.49563727017762543,176.0
39398-TAM,Male,37,Yes,Tamil Nadu,5,28,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,-3.0,5497.05,0.0,0,694.83,6191.88,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,221.13857142857145,694.83,6191.88,-0.0004845055136727,-2063.96,Medium,1,7,3,1,1,1,0,1,1,0,1,0,196.3232142857143,-199.3232142857143,0.0,0.1122163220217446,Very High Value,-111.0,3072.9106666666667,3118.9693333333335,64.55887096774194,0.8228420068557183,113.0
19256-JAM,Female,63,Yes,Jammu & Kashmir,2,21,Deal 1,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,74.35,5237.4,0.0,50,1239.12,6526.52,Stayed,Others,Others,0,Elder,13-24 Months,Growing,310.7866666666667,1289.12,6526.52,0.0113919822508779,87.7810356422327,Low,1,7,2,4,1,0,1,1,1,0,1,0,249.4,-175.04999999999998,0.0,0.197520271139903,Very High Value,4684.049999999999,2681.7855625,3844.7344375000002,61.249883653286794,0.8409161732626986,42.0
47330-MAH,Female,42,No,Maharashtra,9,11,NO DEAL,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,No,Bank Withdrawal,79.4,5528.9,0.0,0,3042.2,8571.1,Stayed,Others,Others,0,Middle Age,7-12 Months,Growing,779.1909090909091,3042.2,8571.1,0.0092636884413902,107.94836272040304,High,1,8,1,4,1,1,1,1,1,0,0,0,502.6272727272727,-423.22727272727263,0.0,0.3549369392493378,Very High Value,3334.8,3249.5820634920638,5321.517936507937,64.46928520877566,0.942505453412278,37.0
21041-DEL,Male,75,Yes,Delhi,15,15,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.65,73.65,0.0,0,39.88,113.53,Churned,Attitude,Attitude of service provider,1,Elder,13-24 Months,Growing,7.568666666666667,39.88,113.53,0.6487272086673126,1.5414799728445348,High,1,3,0,0,1,1,0,1,0,0,1,0,4.91,68.74000000000001,0.0,0.3512727913326874,Low Value,5523.75,3304.1361417322832,-3190.606141732283,64.55887096774194,0.09208476160797756,116.0
93203-PUN,Female,38,Yes,Punjab,3,29,Deal 4,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,67.8,842.25,0.0,0,369.85,1212.1,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,41.79655172413793,369.85,1212.1,0.0559359788796303,17.87758112094395,Medium,1,7,2,3,1,0,0,1,1,0,0,0,29.04310344827586,38.75689655172414,0.0,0.3051315898028215,Medium Value,2576.4,2975.6264912280703,-1763.5264912280704,64.55887096774194,0.370052976004986,223.0
89254-GUJ,Male,51,Yes,Gujarat,6,19,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,115.55,7159.05,0.0,0,2520.92,9679.97,Stayed,Others,Others,0,Senior,13-24 Months,Growing,509.47210526315786,2520.92,9679.97,0.0119370204659725,83.77299870186066,High,1,10,3,4,1,1,1,1,1,0,0,0,376.7921052631579,-261.2421052631579,0.0,0.2604264269414058,Very High Value,5893.05,3057.1323582089553,6622.837641791044,61.249883653286794,0.9750701153007167,6.0
96646-TEL,Male,26,Yes,Telangana,14,20,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.35,461.7,0.0,0,50.55,512.25,Churned,Dissatisfaction,Network reliability,1,Young Adult,13-24 Months,Growing,25.6125,50.55,512.25,0.1744265495363592,5.733072188024623,High,1,6,2,2,1,0,0,1,0,0,1,0,23.085,66.26499999999999,0.0,0.0986822840409956,Low Value,2323.1,2991.1121352313166,-2478.8621352313166,64.55887096774194,0.2296665627921471,220.0
47567-JAM,Female,74,Yes,Jammu & Kashmir,10,11,NO DEAL,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,69.05,318.5,0.0,0,150.25,468.75,Churned,Competitor,Competitor made better offer,1,Elder,7-12 Months,Growing,42.61363636363637,150.25,468.75,0.1473066666666666,6.788559015206372,High,1,2,0,0,1,0,0,1,0,0,1,0,28.954545454545453,40.095454545454544,0.0,0.3205333333333333,Low Value,5109.7,2681.7855625,-2213.0355625,64.55887096774194,0.2189155500155812,242.0
53821-AND,Male,27,No,Andhra Pradesh,13,14,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.05,2227.8,0.0,0,1202.18,3429.98,Stayed,Others,Others,0,Young Adult,13-24 Months,Growing,244.99857142857144,1202.18,3429.98,0.0221721409454282,45.10164365548981,High,1,3,0,0,1,1,0,1,0,0,1,0,159.12857142857143,-83.07857142857144,0.0,0.3504918396025633,High Value,2053.35,3016.3476708860762,413.6323291139238,64.55887096774194,0.6450607665939545,147.0
41405-TAM,Male,62,No,Tamil Nadu,4,27,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.55,1411.65,0.0,0,698.22,2109.87,Stayed,Others,Others,0,Elder,25-48 Months,Established,78.14333333333333,698.22,2109.87,0.0381777076312758,26.193296089385477,Medium,1,4,0,1,1,1,0,1,0,0,1,0,52.28333333333334,28.26666666666666,0.0,0.3309303416798191,High Value,4994.099999999999,3072.9106666666667,-963.0406666666668,64.55887096774194,0.5006232471174821,305.0
68477-KAR,Female,71,No,Karnataka,0,26,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,108.95,7111.3,0.0,0,1463.04,8574.34,Stayed,Others,Others,0,Elder,25-48 Months,Established,329.7823076923077,1463.04,8574.34,0.0127065173529391,78.69977053694355,No Referral,0,8,2,3,1,1,1,1,1,0,1,0,273.51153846153846,-164.56153846153848,0.0,0.1706300426621757,Very High Value,7735.45,3054.5152765957446,5519.824723404256,61.249883653286794,0.942817076971019,28.0
95868-AND,Female,64,No,Andhra Pradesh,2,16,NO DEAL,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,55.65,2421.75,0.0,0,1134.0,3555.75,Stayed,Others,Others,0,Elder,13-24 Months,Growing,222.234375,1134.0,3555.75,0.0156507066019827,63.89487870619946,Low,1,4,0,1,1,1,0,1,0,0,0,0,151.359375,-95.709375,0.0,0.3189200590592702,High Value,3561.6,3016.3476708860762,539.4023291139238,64.55887096774194,0.6564350264880024,141.0
82508-WES,Male,65,Yes,West Bengal,13,31,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,90.4,2820.65,0.0,0,215.7,3036.35,Stayed,Others,Others,0,Elder,25-48 Months,Established,97.94677419354838,215.7,3036.35,0.0297725887990514,33.587942477876105,High,1,6,0,3,1,1,1,1,1,0,0,0,90.98870967741937,-0.5887096774193452,0.0,0.0710392411941969,High Value,5876.0,3213.946358695652,-177.59635869565227,64.46928520877566,0.6093798691181054,158.0
45017-UTT,Female,42,Yes,Uttar Pradesh,13,11,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,73.85,1424.5,0.0,130,34.01,1588.51,Churned,Attitude,Attitude of support person,1,Middle Age,7-12 Months,Growing,144.41,164.01,1588.51,0.0464901070814788,21.50995260663507,High,1,2,0,1,1,0,0,1,0,0,1,0,129.5,-55.650000000000006,0.0,0.103247697527872,Medium Value,3101.7,3041.5530683624797,-1453.0430683624797,64.55887096774194,0.4297288875038953,353.0
31791-TAM,Female,66,Yes,Tamil Nadu,1,19,NO DEAL,Yes,No,Yes,DSL,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55.15,3673.15,0.0,0,1299.35,4972.5,Stayed,Others,Others,0,Elder,13-24 Months,Growing,261.7105263157895,1299.35,4972.5,0.0110910005027652,90.1631912964642,Low,1,4,0,2,1,0,0,1,1,0,1,0,193.32368421052632,-138.17368421052632,0.0,0.2613071895424836,Very High Value,3639.9,3072.9106666666667,1899.5893333333333,64.55887096774194,0.7594266126519165,158.0
36195-UTT,Female,23,Yes,Uttar Pradesh,4,4,Deal 4,Yes,No,No,No Type,No,No,No,No,No,No,No,No,One Year,No,Credit Card,20.1,401.85,0.0,0,697.14,1098.99,Stayed,Others,Others,0,Young Adult,0-6 Months,New,274.7475,697.14,1098.99,0.0182895203778014,54.67611940298507,Medium,1,1,0,0,1,0,1,0,0,0,0,0,100.4625,-80.36250000000001,0.0,0.6343460814020145,Medium Value,462.3,3041.5530683624797,-1942.5630683624797,64.46928520877566,0.35291368027422876,403.0
92815-BIH,Female,65,Yes,Bihar,6,14,Deal 4,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,100.8,1308.1,0.0,0,93.86,1401.96,Churned,Attitude,Attitude of support person,1,Elder,13-24 Months,Growing,100.14,93.86,1401.96,0.0718993409227082,13.908333333333331,High,1,6,2,1,1,1,0,1,1,0,1,0,93.43571428571428,7.364285714285714,0.0,0.0669491283631487,Medium Value,6552.0,2790.485327380952,-1388.5253273809521,64.55887096774194,0.3993455905266438,184.0
69134-WES,Female,42,No,West Bengal,0,30,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,One Year,Yes,Credit Card,19.75,806.95,0.0,0,1535.86,2342.81,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,78.09366666666666,1535.86,2342.81,0.0084300476777886,118.62329113924052,No Referral,0,1,0,0,1,0,1,0,0,0,1,0,26.898333333333333,-7.148333333333333,0.0,0.6555631912105548,High Value,829.5,3213.946358695652,-871.1363586956522,64.46928520877566,0.5294484263010284,189.0
38825-KAR,Female,63,No,Karnataka,8,29,NO DEAL,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59.8,3246.45,0.0,0,1243.08,4489.53,Stayed,Others,Others,0,Elder,25-48 Months,Established,154.81137931034482,1243.08,4489.53,0.013319879809245,75.0757525083612,High,1,5,0,2,1,1,1,1,0,0,1,0,111.94655172413792,-52.14655172413792,0.0,0.2768842172788688,High Value,3767.4,3054.5152765957446,1435.0147234042552,61.249883653286794,0.7246805858522904,129.0
63480-TEL,Female,22,No,Telangana,14,6,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,One Year,No,Credit Card,-6.0,707.5,0.0,0,1176.96,1884.46,Stayed,Others,Others,0,Young Adult,0-6 Months,New,314.07666666666665,1176.96,1884.46,-0.0031839359816605,-314.07666666666665,High,1,1,0,0,1,0,1,0,0,0,0,0,117.91666666666669,-123.91666666666669,0.0,0.6245608821625294,Medium Value,-132.0,2991.1121352313166,-1106.6521352313166,64.46928520877566,0.4702399501402306,146.0
61369-WES,Male,53,No,West Bengal,3,35,NO DEAL,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,115.8,8332.15,0.0,0,1986.48,10318.63,Stayed,Others,Others,0,Senior,25-48 Months,Established,294.818,1986.48,10318.63,0.011222420030566,89.1073402417962,Medium,1,10,3,4,1,1,1,1,1,0,0,0,238.06142857142856,-122.26142857142855,0.0,0.1925139286901458,Very High Value,6137.4,3213.946358695652,7104.6836413043475,61.249883653286794,0.9887815518853226,6.0
14407-MAH,Female,31,No,Maharashtra,14,26,Deal 2,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,19.5,1147.85,0.0,0,1106.25,2254.1,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,86.69615384615385,1106.25,2254.1,0.0086509027993434,115.5948717948718,High,1,1,0,0,1,0,1,0,0,0,0,0,44.14807692307692,-24.64807692307692,0.0,0.490772370347367,High Value,604.5,3249.5820634920638,-995.4820634920638,61.249883653286794,0.5180741664069803,264.0
48917-TEL,Male,57,Yes,Telangana,9,27,Deal 3,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,24.75,692.1,0.0,0,493.75,1185.85,Churned,Competitor,Competitor made better offer,1,Senior,25-48 Months,Established,43.92037037037037,493.75,1185.85,0.0208711051144748,47.91313131313131,High,1,2,0,0,1,1,1,0,0,0,0,0,25.633333333333333,-0.8833333333333329,0.0,0.4163680060715942,Medium Value,1410.75,2991.1121352313166,-1805.2621352313167,61.249883653286794,0.36662511685883453,183.0
67408-GUJ,Male,73,Yes,Gujarat,2,5,NO DEAL,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.6,1345.55,0.0,0,678.75,2024.3,Churned,Competitor,Competitor had better devices,1,Elder,0-6 Months,New,404.86,678.75,2024.3,0.0422862223978659,23.64836448598131,Low,1,4,1,0,1,1,0,1,0,0,1,0,269.11,-183.51,0.0,0.3353010917354147,Medium Value,6248.799999999999,3057.1323582089553,-1032.8323582089554,64.55887096774194,0.4884699283265815,177.0
77448-KER,Male,47,Yes,Kerala,10,24,Deal 4,Yes,No,Yes,Cable,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.35,1025.95,0.0,0,262.36,1288.31,Churned,Attitude,Attitude of service provider,1,Senior,13-24 Months,Growing,53.67958333333333,262.36,1288.31,0.0584874758404421,17.097677504976776,High,1,3,0,1,1,0,0,1,0,0,0,0,42.74791666666667,32.602083333333326,0.0,0.2036466378433762,Medium Value,3541.45,2823.27285,-1534.96285,64.55887096774194,0.38189467123714554,118.0
94554-RAJ,Male,64,Yes,Rajasthan,3,17,Deal 2,Yes,Yes,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Mailed Check,25.75,1345.85,0.0,0,2574.52,3920.37,Stayed,Others,Others,0,Elder,13-24 Months,Growing,230.61,2574.52,3920.37,0.0065682575879317,152.2473786407767,Medium,1,2,0,0,1,1,1,0,0,0,0,0,79.16764705882352,-53.41764705882352,0.0,0.6567033213701768,High Value,1648.0,3108.804826254826,811.565173745174,61.249883653286794,0.6844811467746962,84.0
91332-JAM,Female,22,No,Jammu & Kashmir,12,5,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.45,6300.15,0.0,0,2199.05,8499.2,Stayed,Others,Others,0,Young Adult,0-6 Months,New,1699.84,2199.05,8499.2,0.0125247082078313,79.84217942696102,High,1,8,3,2,1,1,0,1,1,0,1,0,1260.03,-1153.58,0.0,0.2587361163403614,Very High Value,2341.9,2681.7855625,5817.4144375000005,64.55887096774194,0.9386101589280149,15.0
91393-KER,Female,59,No,Kerala,2,11,Deal 2,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.05,1102.4,0.0,0,1766.88,2869.28,Stayed,Others,Others,0,Senior,7-12 Months,Growing,260.8436363636364,1766.88,2869.28,0.0069878157586572,143.1062344139651,Low,1,1,0,0,1,0,1,0,0,0,0,0,100.21818181818183,-80.16818181818184,0.0,0.6157921150950761,High Value,1182.95,2823.27285,46.007150000000365,61.249883653286794,0.591617326269866,72.0
45376-TAM,Male,27,No,Tamil Nadu,11,9,NO DEAL,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.5,632.2,0.0,0,138.4,770.6,Stayed,Others,Others,0,Young Adult,7-12 Months,Growing,85.62222222222222,138.4,770.6,0.0953802232026991,10.4843537414966,High,1,3,0,0,1,1,0,1,0,0,1,0,70.24444444444445,3.2555555555555458,0.0,0.1796003114456268,Medium Value,1984.5,3072.9106666666667,-2302.3106666666667,64.55887096774194,0.2843564973511998,429.0
71197-PUN,Female,38,No,Punjab,0,33,Deal 5,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,77.4,206.15,0.0,0,133.26,339.41,Joined,Others,Others,0,Middle Age,25-48 Months,Established,10.285151515151515,133.26,339.41,0.2280427801184408,4.385142118863049,No Referral,0,7,3,2,1,0,0,1,1,0,1,0,6.246969696969697,71.1530303030303,0.0,0.392622491971362,Low Value,2941.2000000000003,2975.6264912280703,-2636.2164912280705,64.55887096774194,0.18043004051106262,290.0
62343-TEL,Female,49,No,Telangana,2,29,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,80.05,1112.3,0.0,0,23.66,1135.96,Stayed,Others,Others,0,Senior,25-48 Months,Established,39.17103448275862,23.66,1135.96,0.070469030599669,14.19063085571518,Low,1,4,0,2,1,0,0,1,0,0,1,0,38.3551724137931,41.6948275862069,0.0,0.0208281981759921,Medium Value,3922.45,2991.1121352313166,-1855.1521352313166,64.55887096774194,0.35836709255219695,186.0
13373-TAM,Female,26,Yes,Tamil Nadu,1,31,Deal 1,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,Yes,Credit Card,20.8,1521.2,0.0,0,1686.96,3208.16,Stayed,Others,Others,0,Young Adult,25-48 Months,Established,103.48903225806453,1686.96,3208.16,0.0064834671587452,154.23846153846154,Low,1,1,0,0,1,0,1,0,0,0,1,0,49.07096774193548,-28.270967741935483,0.0,0.5258341229863848,High Value,540.8000000000001,3072.9106666666667,135.2493333333332,61.249883653286794,0.6268307884076036,232.0
97589-MAH,Female,67,Yes,Maharashtra,11,21,Deal 3,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,96.75,3403.4,0.0,130,1395.45,4928.85,Stayed,Others,Others,0,Elder,13-24 Months,Growing,234.70714285714288,1525.45,4928.85,0.0196293252990048,50.94418604651163,High,1,6,0,4,1,1,0,1,1,0,1,0,162.06666666666666,-65.31666666666666,0.0,0.3094941010580561,Very High Value,6482.25,3249.5820634920638,1679.2679365079366,64.55887096774194,0.7577126830788408,139.0
19886-RAJ,Male,25,Yes,Rajasthan,15,13,NO DEAL,Yes,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,63.85,4264.6,0.0,0,506.22,4770.82,Stayed,Others,Others,0,Young Adult,13-24 Months,Growing,366.9861538461538,506.22,4770.82,0.0133834435170473,74.71918559122943,High,1,6,2,1,1,1,0,1,0,0,0,0,328.04615384615386,-264.19615384615383,0.0,0.1061075454534021,High Value,1596.25,3108.804826254826,1662.0151737451738,64.55887096774194,0.7483639763166096,65.0
44388-CHH,Male,38,Yes,Chhattisgarh,1,27,Deal 2,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes,One Year,Yes,Credit Card,70.55,3420.5,0.0,0,1863.36,5283.86,Stayed,Others,Others,0,Middle Age,25-48 Months,Established,195.6985185185185,1863.36,5283.86,0.0133519813166889,74.89525159461375,Low,1,7,2,2,1,1,1,1,0,0,1,0,126.6851851851852,-56.13518518518519,0.0,0.3526512814495464,Very High Value,2680.9,2948.445254237288,2335.414745762712,64.46928520877566,0.7754752259270801,14.0
34711-UTT,Female,84,No,Uttarakhand,14,13,NO DEAL,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.5,5068.05,0.0,0,643.2,5711.25,Stayed,Others,Others,0,Elder,13-24 Months,Growing,439.3269230769231,643.2,5711.25,0.0182972203983366,54.65311004784689,High,1,8,3,3,1,0,1,1,1,0,1,0,389.85,-285.35,0.0,0.1126198292843072,Very High Value,8778.0,3017.3093548387096,2693.9406451612904,61.249883653286794,0.7971330632595824,14.0
12170-AND,Female,38,Yes,Andhra Pradesh,15,2,Deal 4,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,No,One Year,No,Mailed Check,77.5,1625.0,18.39,80,368.97,2055.58,Churned,Other,Don't know,1,Middle Age,0-6 Months,New,1027.79,448.97,2037.19,0.0377022543515698,26.523612903225807,High,1,6,1,3,1,1,1,1,1,0,0,0,812.5,-735.0,0.011316923076923,0.2184152404674106,Medium Value,2945.0,3016.3476708860762,-960.7676708860763,64.46928520877566,0.4934559052664381,202.0
87704-GUJ,Female,38,Yes,Gujarat,9,24,Deal 5,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Two Year,No,Credit Card,20.45,20.45,0.0,0,43.82,64.27,Joined,Others,Others,0,Middle Age,13-24 Months,Growing,2.6779166666666665,43.82,64.27,0.3181888906177065,3.142787286063569,High,1,1,0,0,1,0,1,0,0,0,0,0,0.8520833333333333,19.597916666666663,0.0,0.6818111093822935,Low Value,777.1,3057.1323582089553,-2992.8623582089554,61.249883653286794,0.0381738859457775,327.0
65531-MAH,Female,55,No,Maharashtra,10,22,NO DEAL,Yes,No,No,No Type,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,19.8,19.8,0.0,0,11.96,31.76,Joined,Others,Others,0,Senior,13-24 Months,Growing,1.4436363636363636,11.96,31.76,0.6234256926952141,1.6040404040404042,High,1,1,0,0,1,0,0,0,0,0,0,0,0.9,18.9,0.0,0.3765743073047859,Low Value,1089.0,3249.5820634920638,-3217.8220634920635,64.55887096774194,0.011685883452789031,497.0
97734-BIH,Female,20,Yes,Bihar,1,2,Deal 5,Yes,No,Yes,DSL,Yes,No,No,No,No,No,Yes,Yes,One Year,Yes,Bank Withdrawal,49.75,331.3,0.0,0,252.98,584.28,Churned,Competitor,Competitor offered higher download speeds,1,Young Adult,0-6 Months,New,292.14,252.98,584.28,0.0851475320052029,11.7443216080402,Low,1,4,1,1,1,0,1,1,1,0,1,0,165.65,-115.9,0.0,0.4329773396316834,Low Value,995.0,2790.485327380952,-2206.2053273809524,64.46928520877566,0.24509192894982862,247.0
